record_id,country_code,country_name,region,income_level,date,year,month,week,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index
4210,GBR,United Kingdom,Europe,High,2020-01-05,2020,1,1,55.37,-3.43,67,-10.69,0.62,53.2,0,0,0,0,27.2,6.0,49.9,28.3,5.7,10.0,0.0,93.1,63482.0,66.6,93.9
4211,GBR,United Kingdom,Europe,High,2020-01-12,2020,1,2,55.37,-3.43,67,-6.92,0.12,113.1,0,0,0,0,37.6,51.0,70.5,29.0,3.5,19.9,0.0,97.1,63482.0,75.8,100.0
4212,GBR,United Kingdom,Europe,High,2020-01-19,2020,1,3,55.37,-3.43,67,-5.67,0.58,43.7,0,0,0,0,83.3,135.0,68.5,37.2,1.2,14.0,0.8,91.1,63482.0,74.6,100.0
4213,GBR,United Kingdom,Europe,High,2020-01-26,2020,1,4,55.37,-3.43,67,-7.2,-0.39,100.1,0,0,0,0,40.7,56.0,53.9,36.2,3.1,12.4,7.8,89.8,63482.0,68.6,100.0
4214,GBR,United Kingdom,Europe,High,2020-02-02,2020,2,5,55.37,-3.43,67,-2.8,0.47,68.0,2,0,0,2,62.9,89.0,90.4,31.8,11.8,18.7,32.6,98.1,63578.0,76.3,100.0
4215,GBR,United Kingdom,Europe,High,2020-02-09,2020,2,6,55.37,-3.43,67,-1.14,0.47,119.5,0,0,0,0,45.7,87.0,57.7,28.1,3.3,23.3,13.0,89.7,63578.0,64.5,97.5
4216,GBR,United Kingdom,Europe,High,2020-02-16,2020,2,7,55.37,-3.43,67,-3.76,-0.6,127.1,0,0,0,0,29.8,53.0,36.0,32.4,4.8,19.0,16.5,86.8,63578.0,71.8,100.0
4217,GBR,United Kingdom,Europe,High,2020-02-23,2020,2,8,55.37,-3.43,67,-2.34,-0.8,121.5,0,0,0,0,37.6,50.0,60.9,20.8,0.8,24.0,11.1,89.6,63578.0,72.7,100.0
4218,GBR,United Kingdom,Europe,High,2020-03-01,2020,3,9,55.37,-3.43,67,-3.79,-0.2,121.4,0,0,0,0,15.0,16.0,34.4,28.8,5.2,16.5,3.8,91.1,63674.0,65.1,97.3
4219,GBR,United Kingdom,Europe,High,2020-03-08,2020,3,10,55.37,-3.43,67,-2.17,0.81,171.0,0,0,0,0,48.4,60.0,65.2,33.2,1.9,12.6,2.4,95.5,63674.0,64.9,100.0
4220,GBR,United Kingdom,Europe,High,2020-03-15,2020,3,11,55.37,-3.43,67,0.63,-0.15,68.5,1,0,0,1,56.5,75.0,64.9,40.4,0.0,16.6,19.6,97.5,63674.0,63.7,100.0
4221,GBR,United Kingdom,Europe,High,2020-03-22,2020,3,12,55.37,-3.43,67,1.02,0.89,61.5,0,0,0,0,60.0,93.0,77.5,31.1,5.1,22.6,24.1,89.6,63674.0,67.1,100.0
4222,GBR,United Kingdom,Europe,High,2020-03-29,2020,3,13,55.37,-3.43,67,-3.02,0.78,56.0,0,0,0,0,28.2,51.0,54.4,41.6,5.4,21.7,13.5,88.9,63674.0,75.6,100.0
4223,GBR,United Kingdom,Europe,High,2020-04-05,2020,4,14,55.37,-3.43,67,-1.94,-0.38,95.3,1,0,0,1,11.6,-2.0,48.7,34.7,0.4,16.5,23.5,88.5,63770.0,79.9,90.9
4224,GBR,United Kingdom,Europe,High,2020-04-12,2020,4,15,55.37,-3.43,67,0.31,-0.08,37.0,0,0,0,0,37.1,27.0,53.1,23.1,7.2,9.1,24.2,90.6,63770.0,80.8,99.0
4225,GBR,United Kingdom,Europe,High,2020-04-19,2020,4,16,55.37,-3.43,67,1.36,0.65,103.2,0,0,0,0,28.4,25.0,48.3,33.6,3.7,17.0,23.9,95.1,63770.0,70.7,99.5
4226,GBR,United Kingdom,Europe,High,2020-04-26,2020,4,17,55.37,-3.43,67,-0.96,0.76,94.8,0,0,0,0,51.9,76.0,70.0,34.9,12.5,16.0,1.5,92.7,63770.0,80.9,100.0
4227,GBR,United Kingdom,Europe,High,2020-05-03,2020,5,18,55.37,-3.43,67,-2.44,-0.19,80.3,1,0,0,1,0.0,-25.0,57.1,42.1,5.9,9.6,21.6,93.0,63866.0,74.3,100.0
4228,GBR,United Kingdom,Europe,High,2020-05-10,2020,5,19,55.37,-3.43,67,-0.71,0.53,129.1,0,0,0,0,7.3,28.0,51.4,39.2,0.3,19.1,13.6,93.9,63866.0,70.5,99.3
4229,GBR,United Kingdom,Europe,High,2020-05-17,2020,5,20,55.37,-3.43,67,-4.44,-0.67,85.2,0,0,0,0,24.5,32.0,64.5,22.0,7.4,19.4,12.6,91.5,63866.0,68.2,100.0
4230,GBR,United Kingdom,Europe,High,2020-05-24,2020,5,21,55.37,-3.43,67,-1.51,0.95,140.2,1,0,0,1,29.1,27.0,51.1,31.3,2.9,16.3,24.6,95.1,63866.0,73.4,100.0
4231,GBR,United Kingdom,Europe,High,2020-05-31,2020,5,22,55.37,-3.43,67,-4.35,0.43,92.1,0,0,0,0,49.2,70.0,64.5,30.4,0.0,15.2,10.8,89.6,63866.0,74.7,100.0
4232,GBR,United Kingdom,Europe,High,2020-06-07,2020,6,23,55.37,-3.43,67,-5.97,-0.69,116.1,0,0,0,0,14.5,27.0,58.8,22.1,5.8,25.6,2.8,93.3,63962.0,75.4,100.0
4233,GBR,United Kingdom,Europe,High,2020-06-14,2020,6,24,55.37,-3.43,67,-6.05,0.58,86.5,0,0,0,0,57.7,101.0,77.5,35.7,7.3,16.7,2.2,93.4,63962.0,71.6,100.0
4234,GBR,United Kingdom,Europe,High,2020-06-21,2020,6,25,55.37,-3.43,67,-4.58,0.13,45.9,0,0,0,0,0.0,3.0,60.3,29.6,10.6,17.3,19.3,91.2,63962.0,69.6,100.0
4235,GBR,United Kingdom,Europe,High,2020-06-28,2020,6,26,55.37,-3.43,67,-5.62,0.41,92.5,0,0,0,0,50.4,97.0,63.5,32.7,13.2,19.3,11.5,94.8,63962.0,68.9,100.0
4236,GBR,United Kingdom,Europe,High,2020-07-05,2020,7,27,55.37,-3.43,67,-8.25,0.02,26.8,0,0,0,0,39.3,58.0,58.6,28.6,1.0,25.4,0.0,90.1,64059.0,60.5,100.0
4237,GBR,United Kingdom,Europe,High,2020-07-12,2020,7,28,55.37,-3.43,67,-12.11,0.45,56.6,0,0,0,0,52.9,70.0,61.2,27.3,1.4,33.9,0.0,93.2,64059.0,62.7,100.0
4238,GBR,United Kingdom,Europe,High,2020-07-19,2020,7,29,55.37,-3.43,67,-10.58,-0.13,55.3,0,0,0,0,41.5,79.0,60.0,35.1,4.8,15.5,0.0,92.4,64059.0,80.7,100.0
4239,GBR,United Kingdom,Europe,High,2020-07-26,2020,7,30,55.37,-3.43,67,-7.79,0.32,78.8,0,0,0,0,45.7,57.0,75.9,24.5,2.1,12.6,2.1,99.4,64059.0,69.9,93.4
4240,GBR,United Kingdom,Europe,High,2020-08-02,2020,8,31,55.37,-3.43,67,-10.83,-0.13,71.8,0,0,0,0,56.8,80.0,71.0,31.4,8.3,16.9,0.0,90.1,64155.0,69.0,100.0
4241,GBR,United Kingdom,Europe,High,2020-08-09,2020,8,32,55.37,-3.43,67,-14.75,-0.12,47.8,0,0,0,0,75.6,108.0,69.4,27.9,4.9,25.0,0.0,92.6,64155.0,72.8,100.0
4242,GBR,United Kingdom,Europe,High,2020-08-16,2020,8,33,55.37,-3.43,67,-15.77,0.38,0.0,0,0,0,0,73.7,96.0,75.5,26.7,4.6,16.9,0.0,93.9,64155.0,73.7,98.8
4243,GBR,United Kingdom,Europe,High,2020-08-23,2020,8,34,55.37,-3.43,67,-16.94,-0.94,0.0,0,0,0,0,35.2,45.0,70.8,12.1,3.2,11.0,0.0,96.9,64155.0,72.8,100.0
4244,GBR,United Kingdom,Europe,High,2020-08-30,2020,8,35,55.37,-3.43,67,-13.91,0.24,118.5,0,0,0,0,0.0,33.0,67.4,30.4,2.9,13.2,0.0,98.5,64155.0,76.0,90.4
4245,GBR,United Kingdom,Europe,High,2020-09-06,2020,9,36,55.37,-3.43,67,-15.45,0.7,6.4,0,0,0,0,76.8,108.0,76.0,32.0,3.2,18.4,0.0,92.5,64251.0,72.0,94.9
4246,GBR,United Kingdom,Europe,High,2020-09-13,2020,9,37,55.37,-3.43,67,-16.16,-1.01,4.8,0,0,0,0,16.5,9.0,54.9,19.9,2.3,21.1,0.0,95.3,64251.0,74.7,94.5
4247,GBR,United Kingdom,Europe,High,2020-09-20,2020,9,38,55.37,-3.43,67,-16.95,1.1,48.4,0,0,0,0,80.7,129.0,78.5,33.6,8.6,21.2,0.0,94.9,64251.0,67.8,99.2
4248,GBR,United Kingdom,Europe,High,2020-09-27,2020,9,39,55.37,-3.43,67,-15.63,0.26,29.2,0,0,0,0,87.9,141.0,69.1,33.4,8.8,15.3,0.0,94.3,64251.0,79.7,100.0
4249,GBR,United Kingdom,Europe,High,2020-10-04,2020,10,40,55.37,-3.43,67,-15.39,0.43,52.7,0,0,0,0,18.9,48.0,56.5,44.4,13.3,15.3,0.0,92.3,64347.0,67.8,98.0
4250,GBR,United Kingdom,Europe,High,2020-10-11,2020,10,41,55.37,-3.43,67,-15.89,-0.54,7.2,0,0,0,0,103.5,151.0,88.9,28.6,4.2,10.1,0.0,89.5,64347.0,68.8,100.0
4251,GBR,United Kingdom,Europe,High,2020-10-18,2020,10,42,55.37,-3.43,67,-17.09,0.35,68.3,0,0,0,0,17.2,13.0,57.3,30.9,3.9,21.1,0.0,87.4,64347.0,61.9,98.7
4252,GBR,United Kingdom,Europe,High,2020-10-25,2020,10,43,55.37,-3.43,67,-15.72,-0.55,0.0,0,0,0,0,67.0,100.0,69.2,24.2,4.1,25.3,0.0,90.3,64347.0,70.8,100.0
4253,GBR,United Kingdom,Europe,High,2020-11-01,2020,11,44,55.37,-3.43,67,-16.04,0.38,20.8,0,0,0,0,53.4,96.0,51.4,29.5,3.4,19.9,0.0,95.2,64443.0,70.0,100.0
4254,GBR,United Kingdom,Europe,High,2020-11-08,2020,11,45,55.37,-3.43,67,-16.06,-0.54,63.0,0,0,0,0,12.5,11.0,51.4,30.4,0.4,15.0,0.0,95.1,64443.0,65.7,100.0
4255,GBR,United Kingdom,Europe,High,2020-11-15,2020,11,46,55.37,-3.43,67,-14.71,-0.06,78.6,0,0,0,0,38.8,78.0,45.3,28.3,7.3,12.9,0.0,93.9,64443.0,76.3,98.9
4256,GBR,United Kingdom,Europe,High,2020-11-22,2020,11,47,55.37,-3.43,67,-11.48,0.16,56.9,0,0,0,0,23.0,45.0,44.4,32.7,3.4,14.5,0.0,92.8,64443.0,72.5,100.0
4257,GBR,United Kingdom,Europe,High,2020-11-29,2020,11,48,55.37,-3.43,67,-13.61,-0.6,94.5,0,0,0,0,45.5,65.0,64.2,30.8,3.8,13.2,0.0,95.6,64443.0,64.6,100.0
4258,GBR,United Kingdom,Europe,High,2020-12-06,2020,12,49,55.37,-3.43,67,-12.33,0.25,97.7,0,0,0,0,50.0,105.0,65.7,30.5,3.9,26.5,0.0,93.9,64539.0,62.7,100.0
4259,GBR,United Kingdom,Europe,High,2020-12-13,2020,12,50,55.37,-3.43,67,-10.15,0.38,39.7,0,0,0,0,57.0,81.0,63.5,36.7,4.2,17.0,0.0,92.5,64539.0,74.7,100.0
4260,GBR,United Kingdom,Europe,High,2020-12-20,2020,12,51,55.37,-3.43,67,-10.23,1.07,0.0,0,0,0,0,62.3,78.0,69.7,37.8,3.5,22.5,0.0,88.1,64539.0,64.7,96.4
4261,GBR,United Kingdom,Europe,High,2020-12-27,2020,12,52,55.37,-3.43,67,-8.18,0.92,103.4,0,0,0,0,31.7,68.0,69.8,31.3,4.1,18.0,0.0,95.3,64539.0,65.0,100.0
4262,GBR,United Kingdom,Europe,High,2021-01-03,2021,1,53,55.37,-3.43,67,-9.73,0.3,92.5,0,0,0,0,13.9,26.0,59.4,34.3,4.1,18.0,0.0,89.5,64635.0,70.3,100.0
4263,GBR,United Kingdom,Europe,High,2021-01-10,2021,1,1,55.37,-3.43,67,-8.47,-0.42,115.9,0,0,0,0,35.9,44.0,73.2,26.6,0.0,13.2,0.0,91.1,64635.0,71.7,99.2
4264,GBR,United Kingdom,Europe,High,2021-01-17,2021,1,2,55.37,-3.43,67,-6.83,0.42,130.8,0,0,0,0,14.8,43.0,55.9,31.2,4.0,11.5,0.0,93.5,64635.0,64.8,97.0
4265,GBR,United Kingdom,Europe,High,2021-01-24,2021,1,3,55.37,-3.43,67,-0.79,-0.28,86.2,0,0,0,0,66.2,99.0,46.8,23.1,2.5,22.9,12.0,94.7,64635.0,73.3,100.0
4266,GBR,United Kingdom,Europe,High,2021-01-31,2021,1,4,55.37,-3.43,67,-7.14,-0.24,97.1,0,0,0,0,45.0,72.0,65.4,31.3,5.0,17.4,0.0,87.4,64635.0,61.9,97.1
4267,GBR,United Kingdom,Europe,High,2021-02-07,2021,2,5,55.37,-3.43,67,-2.78,0.59,75.9,1,0,0,1,70.0,112.0,67.5,32.7,8.3,4.9,24.4,92.1,64731.0,74.0,99.8
4268,GBR,United Kingdom,Europe,High,2021-02-14,2021,2,6,55.37,-3.43,67,0.75,-0.53,102.5,1,0,0,1,40.8,88.0,53.2,23.5,0.0,11.1,22.6,89.5,64731.0,71.1,100.0
4269,GBR,United Kingdom,Europe,High,2021-02-21,2021,2,7,55.37,-3.43,67,-2.14,0.82,105.6,0,0,0,0,51.9,91.0,78.4,27.3,3.4,10.7,22.0,89.5,64731.0,71.7,98.1
4270,GBR,United Kingdom,Europe,High,2021-02-28,2021,2,8,55.37,-3.43,67,1.53,0.43,113.8,0,0,0,0,26.8,23.0,49.3,28.5,4.6,18.6,27.8,91.9,64731.0,68.2,100.0
4271,GBR,United Kingdom,Europe,High,2021-03-07,2021,3,9,55.37,-3.43,67,1.08,-0.5,100.2,3,0,0,3,56.5,106.0,55.6,25.7,6.7,20.6,45.9,93.5,64827.0,82.0,98.1
4272,GBR,United Kingdom,Europe,High,2021-03-14,2021,3,10,55.37,-3.43,67,-0.63,0.44,129.3,1,0,0,1,36.2,56.0,74.2,46.1,0.0,23.0,26.4,95.1,64827.0,65.8,100.0
4273,GBR,United Kingdom,Europe,High,2021-03-21,2021,3,11,55.37,-3.43,67,-0.15,0.1,98.7,0,0,0,0,21.3,28.0,62.7,36.5,2.6,20.3,11.6,96.6,64827.0,73.3,96.4
4274,GBR,United Kingdom,Europe,High,2021-03-28,2021,3,12,55.37,-3.43,67,-0.67,0.23,123.3,0,0,0,0,4.0,-9.0,48.1,38.8,8.0,5.3,10.2,93.2,64827.0,69.6,100.0
4275,GBR,United Kingdom,Europe,High,2021-04-04,2021,4,13,55.37,-3.43,67,-5.18,-0.46,141.6,0,0,0,0,36.8,57.0,72.2,26.0,7.1,24.7,7.2,89.7,64923.0,65.5,100.0
4276,GBR,United Kingdom,Europe,High,2021-04-11,2021,4,14,55.37,-3.43,67,-4.69,-0.27,138.5,0,0,0,0,32.5,69.0,61.2,33.1,0.0,14.3,5.7,86.6,64923.0,65.9,100.0
4277,GBR,United Kingdom,Europe,High,2021-04-18,2021,4,15,55.37,-3.43,67,-0.65,0.69,141.2,1,0,0,1,22.3,26.0,50.4,40.0,5.9,14.8,24.8,92.9,64923.0,71.7,100.0
4278,GBR,United Kingdom,Europe,High,2021-04-25,2021,4,16,55.37,-3.43,67,-5.08,0.07,97.5,0,0,0,0,20.5,21.0,51.2,28.9,5.5,12.8,8.9,95.2,64923.0,73.7,100.0
4279,GBR,United Kingdom,Europe,High,2021-05-02,2021,5,17,55.37,-3.43,67,-2.33,-0.01,121.9,0,0,0,0,25.0,30.0,68.8,28.1,1.2,11.3,16.5,93.1,65019.0,72.7,99.0
4280,GBR,United Kingdom,Europe,High,2021-05-09,2021,5,18,55.37,-3.43,67,0.22,0.94,116.4,1,0,0,1,44.8,65.0,65.6,39.1,1.7,19.8,22.9,98.1,65019.0,65.8,99.1
4281,GBR,United Kingdom,Europe,High,2021-05-16,2021,5,19,55.37,-3.43,67,0.24,-0.3,116.8,0,0,0,0,42.4,73.0,66.2,28.4,7.7,20.3,15.6,93.1,65019.0,74.1,99.5
4282,GBR,United Kingdom,Europe,High,2021-05-23,2021,5,20,55.37,-3.43,67,-2.26,-0.04,109.2,0,0,0,0,66.0,109.0,80.3,23.0,4.2,16.5,14.2,91.4,65019.0,66.9,99.4
4283,GBR,United Kingdom,Europe,High,2021-05-30,2021,5,21,55.37,-3.43,67,-2.98,-1.55,100.7,1,0,0,1,21.8,35.0,60.6,24.6,9.2,22.4,11.5,87.9,65019.0,67.1,100.0
4284,GBR,United Kingdom,Europe,High,2021-06-06,2021,6,22,55.37,-3.43,67,0.76,0.18,61.4,0,0,0,0,56.7,93.0,73.0,28.2,2.9,20.8,15.0,89.7,65115.0,77.2,96.0
4285,GBR,United Kingdom,Europe,High,2021-06-13,2021,6,23,55.37,-3.43,67,-2.76,-0.01,88.8,1,0,0,1,58.4,92.0,77.5,33.5,8.3,30.8,21.5,92.0,65115.0,65.2,100.0
4286,GBR,United Kingdom,Europe,High,2021-06-20,2021,6,24,55.37,-3.43,67,-5.84,0.31,70.4,0,0,0,0,36.6,20.0,60.0,34.4,5.0,14.2,6.6,94.0,65115.0,65.3,97.4
4287,GBR,United Kingdom,Europe,High,2021-06-27,2021,6,25,55.37,-3.43,67,-6.31,0.39,74.1,0,0,0,0,72.5,92.0,68.8,35.7,7.6,12.7,14.5,95.4,65115.0,69.3,100.0
4288,GBR,United Kingdom,Europe,High,2021-07-04,2021,7,26,55.37,-3.43,67,-5.33,0.16,113.5,0,0,0,0,25.9,64.0,58.2,32.4,4.0,17.6,2.1,89.3,65211.0,69.7,100.0
4289,GBR,United Kingdom,Europe,High,2021-07-11,2021,7,27,55.37,-3.43,67,-10.54,-0.92,36.3,0,0,0,0,52.4,93.0,62.1,25.3,8.5,20.7,0.0,93.6,65211.0,70.6,100.0
4290,GBR,United Kingdom,Europe,High,2021-07-18,2021,7,28,55.37,-3.43,67,-7.77,1.04,141.0,0,0,0,0,70.0,106.0,59.0,38.2,8.3,3.7,0.0,87.6,65211.0,67.7,98.9
4291,GBR,United Kingdom,Europe,High,2021-07-25,2021,7,29,55.37,-3.43,67,-10.48,0.75,58.6,0,0,0,0,6.8,13.0,40.9,28.7,7.9,22.5,0.0,94.0,65211.0,73.7,97.4
4292,GBR,United Kingdom,Europe,High,2021-08-01,2021,8,30,55.37,-3.43,67,-12.87,-0.53,32.7,0,0,0,0,63.7,73.0,66.3,32.7,3.5,8.8,0.0,96.0,65307.0,73.4,96.2
4293,GBR,United Kingdom,Europe,High,2021-08-08,2021,8,31,55.37,-3.43,67,-11.37,0.31,73.3,0,0,0,0,48.5,78.0,65.3,36.0,8.9,12.4,0.0,95.8,65307.0,68.0,99.7
4294,GBR,United Kingdom,Europe,High,2021-08-15,2021,8,32,55.37,-3.43,67,-16.63,0.4,93.9,0,0,0,0,26.8,62.0,69.6,30.3,7.5,12.4,0.0,91.0,65307.0,67.7,100.0
4295,GBR,United Kingdom,Europe,High,2021-08-22,2021,8,33,55.37,-3.43,67,-14.2,-0.37,75.0,0,0,0,0,65.8,88.0,46.6,26.3,6.3,16.4,0.0,88.7,65307.0,71.7,100.0
4296,GBR,United Kingdom,Europe,High,2021-08-29,2021,8,34,55.37,-3.43,67,-13.37,-0.31,10.1,0,0,0,0,92.3,153.0,92.5,25.2,1.2,23.9,0.0,98.0,65307.0,75.1,100.0
4297,GBR,United Kingdom,Europe,High,2021-09-05,2021,9,35,55.37,-3.43,67,-13.9,0.24,53.6,0,0,0,0,55.1,106.0,79.1,39.1,0.0,15.4,0.0,94.3,65403.0,79.4,99.1
4298,GBR,United Kingdom,Europe,High,2021-09-12,2021,9,36,55.37,-3.43,67,-11.65,0.31,31.8,0,0,0,0,59.4,69.0,53.1,34.5,0.0,16.3,0.0,91.6,65403.0,79.9,100.0
4299,GBR,United Kingdom,Europe,High,2021-09-19,2021,9,37,55.37,-3.43,67,-14.0,0.24,8.6,0,1,0,1,66.1,113.0,78.1,25.5,6.5,9.6,0.0,93.6,65403.0,70.5,84.6
4300,GBR,United Kingdom,Europe,High,2021-09-26,2021,9,38,55.37,-3.43,67,-18.08,-0.64,66.4,0,0,0,0,22.2,31.0,58.7,25.9,1.9,16.8,0.0,86.5,65403.0,74.4,100.0
4301,GBR,United Kingdom,Europe,High,2021-10-03,2021,10,39,55.37,-3.43,67,-17.68,0.25,70.4,0,0,0,0,54.6,99.0,51.6,29.7,9.4,12.2,0.0,92.2,65499.0,65.9,100.0
4302,GBR,United Kingdom,Europe,High,2021-10-10,2021,10,40,55.37,-3.43,67,-18.55,-0.22,0.6,0,0,0,0,41.3,40.0,28.4,32.7,3.2,21.3,0.0,96.7,65499.0,60.9,100.0
4303,GBR,United Kingdom,Europe,High,2021-10-17,2021,10,41,55.37,-3.43,67,-15.97,-0.23,0.0,0,0,0,0,45.6,65.0,50.3,37.4,0.6,24.1,0.0,94.8,65499.0,80.0,100.0
4304,GBR,United Kingdom,Europe,High,2021-10-24,2021,10,42,55.37,-3.43,67,-18.18,-0.02,35.4,0,0,0,0,50.4,95.0,72.0,29.0,8.0,22.4,0.0,91.7,65499.0,67.0,100.0
4305,GBR,United Kingdom,Europe,High,2021-10-31,2021,10,43,55.37,-3.43,67,-16.31,0.06,77.5,0,0,0,0,62.5,92.0,74.9,31.5,4.6,15.0,0.0,92.3,65499.0,67.9,100.0
4306,GBR,United Kingdom,Europe,High,2021-11-07,2021,11,44,55.37,-3.43,67,-17.4,-0.13,40.2,0,0,0,0,98.5,145.0,82.3,40.1,0.3,8.8,0.0,90.9,65595.0,68.3,100.0
4307,GBR,United Kingdom,Europe,High,2021-11-14,2021,11,45,55.37,-3.43,67,-16.34,0.63,37.4,0,0,0,0,82.1,108.0,94.2,24.8,5.0,11.5,0.0,90.1,65595.0,65.1,92.0
4308,GBR,United Kingdom,Europe,High,2021-11-21,2021,11,46,55.37,-3.43,67,-9.97,-0.36,69.8,0,0,0,0,46.2,62.0,84.3,26.6,5.5,16.9,4.4,97.0,65595.0,62.5,100.0
4309,GBR,United Kingdom,Europe,High,2021-11-28,2021,11,47,55.37,-3.43,67,-11.59,0.45,51.6,0,0,0,0,53.4,86.0,56.9,39.8,5.7,17.2,0.0,90.8,65595.0,75.8,100.0
4310,GBR,United Kingdom,Europe,High,2021-12-05,2021,12,48,55.37,-3.43,67,-13.72,0.06,27.6,0,0,0,0,84.0,138.0,74.2,25.9,5.9,18.0,0.0,94.4,65691.0,71.5,99.2
4311,GBR,United Kingdom,Europe,High,2021-12-12,2021,12,49,55.37,-3.43,67,-9.8,-0.24,52.9,0,0,0,0,48.0,65.0,56.7,34.0,7.7,19.6,0.0,92.0,65691.0,79.3,100.0
4312,GBR,United Kingdom,Europe,High,2021-12-19,2021,12,50,55.37,-3.43,67,-8.06,0.08,0.0,0,0,0,0,18.0,38.0,77.4,34.0,4.2,18.5,4.3,89.0,65691.0,70.6,100.0
4313,GBR,United Kingdom,Europe,High,2021-12-26,2021,12,51,55.37,-3.43,67,-9.58,0.37,97.5,0,0,0,0,26.8,33.0,51.4,28.1,6.6,16.3,3.8,94.6,65691.0,64.5,100.0
4314,GBR,United Kingdom,Europe,High,2022-01-02,2022,1,52,55.37,-3.43,67,-7.12,-0.41,115.9,0,0,0,0,39.2,88.0,60.4,33.8,3.9,15.3,4.7,90.4,65787.0,61.5,92.6
4315,GBR,United Kingdom,Europe,High,2022-01-09,2022,1,1,55.37,-3.43,67,-9.44,-0.99,108.4,0,0,0,0,18.5,23.0,57.0,27.6,5.8,17.5,0.0,85.5,65787.0,67.5,99.2
4316,GBR,United Kingdom,Europe,High,2022-01-16,2022,1,2,55.37,-3.43,67,-4.63,-0.2,150.4,0,0,0,0,54.6,95.0,70.0,30.8,4.5,16.7,7.4,88.4,65787.0,70.8,100.0
4317,GBR,United Kingdom,Europe,High,2022-01-23,2022,1,3,55.37,-3.43,67,-5.83,0.36,91.4,0,0,0,0,42.0,54.0,68.3,34.9,0.0,8.7,3.9,92.0,65787.0,72.5,100.0
4318,GBR,United Kingdom,Europe,High,2022-01-30,2022,1,4,55.37,-3.43,67,-2.46,0.44,93.8,0,0,0,0,23.5,43.0,63.2,32.0,7.2,29.3,10.9,93.4,65787.0,68.8,98.5
4319,GBR,United Kingdom,Europe,High,2022-02-06,2022,2,5,55.37,-3.43,67,-1.05,-0.11,92.1,0,0,0,0,28.5,38.0,48.3,29.6,6.1,21.6,20.6,90.9,65883.0,72.5,100.0
4320,GBR,United Kingdom,Europe,High,2022-02-13,2022,2,6,55.37,-3.43,67,-1.66,0.53,71.0,0,0,0,0,36.6,56.0,63.3,30.1,3.8,21.5,10.6,88.8,65883.0,65.6,100.0
4321,GBR,United Kingdom,Europe,High,2022-02-20,2022,2,7,55.37,-3.43,67,-0.16,0.04,74.3,0,0,0,0,35.7,76.0,58.9,29.1,5.8,19.7,13.5,93.7,65883.0,59.1,100.0
4322,GBR,United Kingdom,Europe,High,2022-02-27,2022,2,8,55.37,-3.43,67,-3.12,0.06,153.3,0,0,0,0,66.7,100.0,62.7,27.7,10.3,19.4,5.5,91.2,65883.0,75.2,100.0
4323,GBR,United Kingdom,Europe,High,2022-03-06,2022,3,9,55.37,-3.43,67,0.05,0.85,81.2,0,0,0,0,0.0,3.0,49.7,41.4,1.5,14.7,6.7,88.7,65979.0,70.7,100.0
4324,GBR,United Kingdom,Europe,High,2022-03-13,2022,3,10,55.37,-3.43,67,2.11,0.68,120.0,0,0,0,0,34.7,64.0,62.1,36.2,3.0,17.0,24.0,90.4,65979.0,77.1,99.5
4325,GBR,United Kingdom,Europe,High,2022-03-20,2022,3,11,55.37,-3.43,67,2.91,-0.02,125.8,1,0,0,1,41.4,59.0,72.3,29.3,10.6,12.4,33.4,94.1,65979.0,57.8,100.0
4326,GBR,United Kingdom,Europe,High,2022-03-27,2022,3,12,55.37,-3.43,67,-3.01,-0.04,215.9,0,0,1,1,0.0,-16.0,54.3,28.7,2.6,44.2,16.0,87.2,65979.0,63.9,95.6
4327,GBR,United Kingdom,Europe,High,2022-04-03,2022,4,13,55.37,-3.43,67,-1.17,-0.07,97.8,1,0,0,1,37.2,72.0,57.0,37.2,2.8,17.1,15.5,92.8,66075.0,68.1,100.0
4328,GBR,United Kingdom,Europe,High,2022-04-10,2022,4,14,55.37,-3.43,67,-0.68,-0.85,117.6,2,0,0,2,0.0,17.0,36.6,32.8,3.8,25.6,34.5,97.8,66075.0,71.9,98.0
4329,GBR,United Kingdom,Europe,High,2022-04-17,2022,4,15,55.37,-3.43,67,5.26,1.15,88.4,0,0,0,0,37.6,60.0,59.7,29.3,7.8,22.2,28.0,92.8,66075.0,70.8,100.0
4330,GBR,United Kingdom,Europe,High,2022-04-24,2022,4,16,55.37,-3.43,67,0.02,-0.09,141.1,1,0,0,1,63.3,96.0,74.3,34.3,5.2,14.8,25.4,94.7,66075.0,76.0,90.6
4331,GBR,United Kingdom,Europe,High,2022-05-01,2022,5,17,55.37,-3.43,67,-0.79,-0.11,140.9,1,0,0,1,1.7,-26.0,57.5,38.1,8.3,18.5,18.1,92.0,66171.0,74.0,99.6
4332,GBR,United Kingdom,Europe,High,2022-05-08,2022,5,18,55.37,-3.43,67,-1.73,-0.47,151.1,0,0,1,1,14.5,11.0,60.5,30.9,13.9,45.0,10.9,91.6,66171.0,70.5,96.9
